Fatal_Accident_Index,Month_of_Accident,Hour_of_Accident,Longitude,Latitude,Pedestrian_Casualties,Pedal_Cycles,Motor_Cycles,Cars,Buses_or_Coaches,Vans,HGVs,Other_Vehicles,Total_Vehicles_Involved,Fatal_Casualties,Serious_Casualties,Slight_Casualties,Total_Number_of_Casualties
"200632B011006",February  ,05,-0.758491,52.934956,0,0,0,1,0,0,4,0,5,6,0,2,8
"200632B011106",February  ,07,-0.310888,52.686777,0,0,0,1,0,0,0,0,1,1,0,0,1
"200632B011206",February  ,03,-0.450091,52.920995,0,0,0,0,0,0,3,0,3,1,2,1,4
"200632B019006",March     ,14,-0.607478,52.846437,0,0,1,0,0,1,0,0,2,1,0,0,1
"200632B110306",May       ,20,-0.3591,52.770169,0,0,1,1,0,0,0,0,2,1,0,1,2
"200632B134106",May       ,15,-0.380974,52.667976,0,0,1,0,0,0,1,0,2,1,0,0,1
"200632B135106",May       ,04,-0.209854,52.722427,0,0,0,1,0,0,0,0,1,1,0,0,1
"200632B147506",May       ,16,-0.401174,52.888071,0,0,1,1,0,0,0,0,2,1,0,0,1
"200632B155706",June      ,22,-9.8E-05,52.762861,0,0,1,1,0,0,0,0,2,1,1,0,2
"200632B202606",July      ,16,-0.621691,52.814957,0,0,0,2,0,0,0,0,2,1,2,0,3
"200632B209106",July      ,15,-0.413555,52.654481,0,0,0,1,0,1,0,0,2,1,1,0,2
"200632B213406",July      ,04,-0.631414,52.873866,0,0,0,2,0,0,0,0,2,2,1,0,3
"200632B230606",August    ,16,-0.534092,52.838541,0,0,1,0,0,0,0,0,1,1,0,0,1
"200632B233106",August    ,13,-0.02999,52.800045,0,0,0,1,0,1,0,0,2,1,1,0,2
"200632B236906",August    ,00,-0.381829,52.936537,0,0,0,1,0,0,0,0,1,1,0,0,1
"200632B269406",September ,16,-0.598747,52.803989,0,0,0,2,0,0,0,0,2,1,0,3,4
"200632B277506",September ,20,-0.289325,52.67442,0,0,1,1,0,0,0,0,2,1,0,0,1
"200632B327506",October   ,23,-0.060111,52.806565,1,0,0,1,0,0,0,0,1,1,0,0,1
"200632B328206",October   ,17,-0.606306,52.961767,0,0,0,1,0,0,0,0,1,1,2,2,5
"200632B345006",November  ,18,-0.146616,52.764522,0,0,0,2,0,0,0,0,2,1,1,0,2
"200632B378306",November  ,19,0.15891,52.777156,0,0,0,1,0,0,0,0,1,1,0,0,1
"200632B388006",November  ,18,-0.709256,52.879412,1,0,0,1,0,0,0,0,1,1,0,0,1
"200632B388406",December  ,16,-0.694235,52.963845,0,0,0,1,0,1,0,0,2,1,2,1,4
"200632B401006",December  ,19,-0.617325,52.919732,1,0,0,1,0,0,0,0,1,1,0,0,1
"200632C000906",January   ,17,0.349806,53.190012,0,1,0,1,0,0,0,0,2,1,0,0,1
"200632C006306",February  ,09,-0.114948,53.126171,0,0,0,1,0,1,0,0,2,1,2,0,3
"200632C011806",March     ,23,0.157861,53.04916,0,0,0,1,0,1,0,0,2,1,1,0,2
"200632C015706",April     ,01,0.035129,53.177014,0,0,0,1,0,0,0,0,1,1,0,0,1
"200632C015806",April     ,08,0.005366,53.013618,0,0,0,3,0,1,0,0,4,1,0,1,2
"200632C015906",April     ,06,0.073897,53.118265,0,0,0,1,0,0,0,0,1,1,0,0,1
"200632C118506",May       ,16,-0.045035,53.082517,1,0,0,1,1,0,0,0,2,1,0,0,1
"200632C146506",May       ,18,0.027922,53.090826,0,0,0,1,0,0,0,0,1,1,0,0,1
"200632C153506",May       ,17,-0.068465,53.481893,0,0,2,1,0,1,0,0,4,1,0,2,3
"200632C153606",June      ,00,0.326896,53.198194,0,0,0,1,0,0,0,0,1,1,0,1,2
"200632C193506",July      ,18,0.070764,53.158778,0,0,0,2,0,1,0,0,3,1,1,0,2
"200632C232006",August    ,20,0.21365,53.173919,0,0,1,1,0,0,0,0,2,1,0,1,2
"200632C249006",August    ,17,0.348488,53.174123,1,0,0,1,0,0,0,0,1,1,0,0,1
"200632C308006",October   ,08,0.295874,53.295629,0,0,0,2,0,0,0,0,2,2,0,0,2
"200632C312706",October   ,15,-0.13717,53.15493,0,0,1,2,0,0,0,0,3,1,0,1,2
"200632C420406",December  ,11,0.181936,53.271336,0,0,1,1,0,0,0,0,2,1,0,1,2
"200632D005806",February  ,07,-0.533958,53.220619,0,1,0,0,0,0,1,0,2,1,0,0,1
"200632D005906",February  ,05,-0.700333,53.409532,0,0,0,1,0,1,0,0,2,1,0,2,3
"200632D017106",March     ,14,-0.797715,53.423946,0,0,0,1,0,0,0,0,1,2,1,0,3
"200632D123706",May       ,16,-0.751854,53.499615,0,0,0,1,0,0,0,0,1,1,3,1,5
"200632D155606",June      ,21,-0.296618,53.380901,0,0,2,1,0,0,0,0,3,1,2,2,5
"200632D212106",July      ,14,-0.493062,53.399724,0,0,0,1,0,0,0,0,1,1,0,0,1
"200632D215006",July      ,20,-0.640918,53.059171,0,0,0,1,0,0,0,0,1,2,0,0,2
"200632D232306",August    ,00,-0.244952,53.569389,0,0,0,1,0,0,0,0,1,1,0,0,1
"200632D242706",August    ,14,-0.527181,53.247865,0,1,0,0,0,0,1,0,2,1,0,0,1
"200632D322006",October   ,07,-0.242114,53.524938,0,0,0,1,0,0,0,0,1,1,0,0,1
"200632D352406",November  ,01,-0.545447,53.217523,1,0,0,2,0,0,0,0,2,1,0,0,1
"200632D359406",November  ,07,-0.593229,53.249382,1,0,0,1,0,0,0,0,1,1,0,0,1
"200632D371106",November  ,17,-0.534066,53.230599,1,0,0,1,0,0,0,0,1,1,0,0,1
"2006330600210",January   ,18,-1.072415,52.643309,0,0,0,1,0,1,0,0,2,2,0,1,3
"2006330600379",January   ,20,-1.127804,52.593025,0,0,0,2,0,0,0,0,2,1,0,0,1
"2006330600399",January   ,21,-1.175451,52.547786,0,0,0,1,0,0,0,0,1,1,0,0,1
"2006330600564",January   ,14,-1.304096,52.805367,0,0,1,1,0,0,0,0,2,1,0,0,1
"2006330600585",January   ,17,-1.17023,52.402195,0,0,0,2,0,0,2,0,4,1,0,0,1
"2006330600725",January   ,18,-0.821316,52.714349,0,0,0,1,0,0,0,0,1,3,1,1,5
"2006330600949",January   ,01,-1.209959,52.473851,0,0,0,0,0,1,0,0,1,1,0,0,1
"2006330601104",February  ,09,-1.376979,52.770982,0,0,0,2,0,0,0,0,2,1,0,1,2
"2006330601317",February  ,05,-1.190107,52.504644,0,0,0,2,0,0,0,0,2,1,1,0,2
"2006330601327",February  ,15,-1.105987,52.57695,0,1,0,0,1,0,0,0,2,1,0,0,1
"2006330601613",March     ,19,-1.061415,52.639357,0,0,0,2,0,0,0,0,2,1,0,1,2
"2006330601671",March     ,09,-1.011713,52.765894,0,0,0,0,0,1,0,0,1,1,0,0,1
"2006330602061",March     ,16,-1.168043,52.775364,0,0,0,2,0,0,0,0,2,1,0,2,3
"2006330602277",April     ,23,-1.016072,52.559065,1,0,0,1,0,0,0,0,1,1,0,0,1
"2006330602384",March     ,12,-1.088288,52.626261,0,0,0,2,0,0,0,0,2,1,0,1,2
"2006330602514",April     ,12,-1.306043,52.55222,0,0,0,0,0,1,0,0,1,1,2,0,3
"2006330602551",April     ,08,-1.052527,52.606112,1,0,0,3,0,0,0,0,3,1,0,2,3
"2006330602970",April     ,23,-1.175026,52.405106,0,0,0,1,0,0,0,0,1,1,0,0,1
"2006330603226",May       ,19,-0.919703,52.764642,0,0,1,1,0,0,1,0,3,1,0,1,2
"2006330603369",May       ,17,-1.256146,52.650808,0,0,0,1,0,0,0,0,1,1,2,1,4
"2006330603833",June      ,03,-1.172702,52.670303,0,0,0,1,0,0,0,0,1,1,0,0,1
"2006330603984",June      ,22,-1.211755,52.554596,0,0,1,1,0,0,0,0,2,1,0,0,1
"2006330604087",June      ,16,-1.329783,52.823135,0,0,0,3,0,0,0,0,3,1,0,0,1
"2006330604134",June      ,16,-0.853576,52.76564,0,0,0,3,0,0,0,0,3,1,0,1,2
"2006330604140",June      ,15,-1.291279,52.617221,0,0,1,1,0,0,0,0,2,1,0,0,1
"2006330604142",June      ,16,-1.440302,52.733899,0,0,1,1,0,0,0,0,2,1,0,1,2
"2006330604366",June      ,13,-1.501051,52.640586,0,0,1,0,0,0,0,0,1,1,0,0,1
"2006330604476",June      ,03,-1.439737,52.743336,0,0,0,1,0,0,0,0,1,1,0,4,5
"2006330604507",June      ,21,-1.068117,52.650828,0,0,1,0,0,0,0,0,1,1,0,0,1
"2006330604592",June      ,02,-1.148759,52.585806,0,0,1,0,0,0,0,0,1,2,0,0,2
"2006330604761",July      ,01,-0.522311,52.656157,1,0,0,1,0,0,0,0,1,1,0,0,1
"2006330604827",July      ,07,-1.195715,52.778072,1,0,0,0,0,1,0,0,1,1,0,0,1
"2006330604938",July      ,04,-1.450586,52.752287,0,0,0,1,0,0,1,0,2,1,1,0,2
"2006330605144",July      ,12,-1.159674,52.686484,0,0,0,1,0,0,1,0,2,1,0,0,1
"2006330605174",July      ,22,-0.966803,52.527629,0,0,1,3,0,0,0,0,4,1,0,0,1
"2006330605207",July      ,12,-1.124384,52.712659,0,0,0,1,0,0,1,0,2,1,0,4,5
"2006330605220",July      ,11,-1.133831,52.631728,2,0,0,1,0,0,0,0,1,1,1,1,3
"2006330605465",August    ,16,-0.732038,52.770786,0,0,1,1,0,0,0,0,2,1,0,0,1
"2006330605493",August    ,20,-1.271323,52.760311,0,0,0,2,0,0,1,0,3,1,0,0,1
"2006330605530",August    ,23,-0.676486,52.706078,0,0,0,2,0,0,0,0,2,2,0,0,2
"2006330605569",August    ,22,-1.205402,52.628633,0,0,1,0,0,0,0,0,1,1,0,0,1
"2006330605740",August    ,18,-1.189331,52.634817,1,0,0,0,0,1,0,0,1,1,0,0,1
"2006330605981",August    ,13,-1.071218,52.637007,0,0,1,1,0,0,0,0,2,1,0,0,1
"2006330606224",September ,19,-1.095417,52.746154,0,0,0,1,0,0,0,0,1,1,0,0,1
"2006330606270",September ,08,-0.958822,52.47865,0,1,0,0,0,0,1,0,2,1,0,0,1
"2006330606389",September ,20,-1.292802,52.843147,0,0,0,2,0,0,0,0,2,1,1,3,5
"2006330606568",September ,08,-1.130422,52.580099,0,1,0,0,0,0,1,0,2,1,0,0,1
"2006330606606",September ,07,-1.040869,52.456868,0,0,0,1,0,0,0,0,1,1,0,0,1
"2006330606968",October   ,09,-0.850685,52.734686,0,0,0,1,0,0,1,0,2,1,0,1,2
"2006330607132",October   ,20,-1.092874,52.683114,0,0,0,1,0,0,0,0,1,1,0,0,1
"2006330607696",October   ,15,-0.940556,52.558594,0,0,1,1,0,0,0,0,2,1,0,0,1
"2006330607836",November  ,12,-1.116646,52.626656,1,0,0,1,0,0,0,0,1,1,0,0,1
"2006330607853",November  ,22,-1.348473,52.565317,1,0,0,1,0,0,0,0,1,1,0,0,1
"2006330608030",November  ,16,-1.127017,52.640038,1,0,0,1,0,0,0,0,1,1,0,0,1
"2006330608031",November  ,17,-1.207204,52.405955,0,0,0,4,0,0,1,0,5,2,0,2,4
"2006330608316",November  ,18,-1.266701,52.814941,0,0,0,1,0,0,0,0,1,1,0,0,1
"2006330608438",November  ,17,-1.129911,52.799363,1,0,0,0,0,1,0,0,1,1,0,0,1
"2006330608462",November  ,17,-1.13454,52.565834,0,0,0,1,0,0,0,0,1,1,0,0,1
"2006330608465",November  ,21,-1.199365,52.627514,0,1,0,1,0,0,0,0,2,1,0,0,1
"2006330608498",November  ,18,-1.179527,52.748025,0,1,0,1,0,0,0,0,2,1,0,0,1
"2006330608764",December  ,23,-0.812494,52.712103,0,0,0,1,0,0,1,0,2,1,0,2,3
"2006330608820",December  ,17,-1.289418,52.841239,0,0,0,2,0,0,0,0,2,1,0,0,1
"2006330608850",December  ,20,-1.18352,52.542088,0,0,0,1,0,0,0,0,1,2,0,0,2
"2006330609036",December  ,14,-1.077107,52.72228,0,0,0,2,0,0,0,0,2,1,1,2,4
"2006330609072",December  ,18,-1.314463,52.740431,0,0,0,3,0,0,0,0,3,1,2,3,6
"2006330609431",December  ,17,-1.198372,52.463345,0,0,0,2,0,0,0,0,2,1,2,0,3
"200634NC08007",February  ,02,-0.702421,52.384949,0,0,0,1,0,0,0,0,1,1,1,0,2
"200634NC08030",June      ,16,-0.766673,52.504674,0,0,0,1,0,0,0,0,1,1,1,0,2
"200634NC08055",October   ,06,-0.660693,52.472234,0,0,0,2,0,1,0,0,3,1,3,0,4
"200634ND00600",February  ,18,-1.137175,52.242914,0,0,0,3,0,0,0,0,3,1,1,0,2
"200634ND08004",January   ,14,-1.224242,52.247384,0,0,0,1,0,0,0,0,1,2,1,0,3
"200634ND08005",January   ,20,-0.999888,52.258194,0,0,0,1,0,0,0,0,1,1,0,0,1
"200634ND08006",January   ,07,-1.024235,52.263702,0,0,1,1,0,0,0,0,2,1,0,0,1
"200634ND08320",January   ,21,-1.104758,52.165262,0,0,0,1,0,0,0,0,1,1,1,2,4
"200634NE08018",April     ,16,-0.536323,52.599599,0,0,2,0,0,0,0,0,2,1,0,0,1
"200634NE08025",May       ,11,-0.643856,52.282154,0,1,0,1,0,0,0,0,2,1,0,0,1
"200634NE08032",July      ,16,-0.590617,52.29214,0,1,0,0,0,0,0,0,1,1,0,0,1
"200634NE08038",August    ,05,-0.617169,52.301175,0,0,0,1,0,0,1,0,2,1,0,0,1
"200634NE08046",October   ,18,-0.541079,52.344946,0,0,1,1,0,0,0,0,2,1,0,0,1
"200634NE08047",October   ,20,-0.407046,52.516203,0,0,1,0,0,0,0,0,1,1,0,0,1
"200634NE08051",October   ,02,-0.473066,52.469601,0,0,0,2,0,0,0,0,2,3,1,0,4
"200634NE08058",November  ,18,-0.542339,52.35575,0,0,0,1,0,0,1,0,2,1,0,0,1
"200634NE08061",November  ,14,-0.634314,52.31594,0,1,0,1,0,0,0,0,2,1,0,0,1
"200634NE08064",December  ,05,-0.580782,52.287886,1,0,0,0,0,1,0,0,1,1,0,0,1
"200634NK08028",June      ,22,-0.785677,52.365604,0,0,2,1,0,0,0,0,3,1,0,1,2
"200634NK08029",June      ,03,-0.790621,52.356664,0,0,0,1,0,0,0,0,1,1,0,0,1
"200634NK08036",July      ,18,-0.867663,52.479162,0,0,0,2,0,0,0,0,2,1,0,0,1
"200634NK08050",October   ,17,-0.838784,52.435097,0,0,0,3,0,0,0,0,3,1,1,1,3
"200634NK08053",October   ,13,-0.794578,52.421708,0,0,1,0,0,2,0,0,3,1,0,0,1
"200634NK08056",November  ,16,-0.712401,52.370223,0,0,0,2,0,0,1,0,3,1,2,1,4
"200634NK08066",December  ,13,-0.638417,52.421182,0,0,0,1,0,0,0,0,1,1,1,0,2
"200634NN08003",January   ,23,-0.898236,52.239307,1,0,0,1,0,0,0,0,1,1,0,0,1
"200634NN08010",February  ,23,-0.914499,52.239009,0,0,1,0,0,0,0,0,1,1,1,0,2
"200634NW08015",April     ,02,-0.70204,52.352847,0,0,0,3,0,0,0,0,3,1,0,1,2
"200634NW08019",April     ,17,-0.654992,52.345218,0,0,1,0,0,0,0,0,1,1,0,0,1
"200634NW08026",May       ,18,-0.662568,52.225454,0,0,0,1,0,0,0,0,1,1,0,1,2
"200634NW08048",October   ,20,-0.691202,52.287274,0,0,0,2,0,0,0,0,2,1,0,1,2
"200634NW08062",December  ,16,-0.747536,52.275657,1,0,0,1,0,0,0,0,1,1,0,1,2
"200634TD08002",January   ,03,-1.265451,52.146772,0,0,0,1,0,0,0,0,1,1,0,0,1
"200634TD08008",February  ,20,-1.1379,52.243279,0,0,0,1,0,1,0,0,2,1,0,2,3
"200634TD08009",February  ,21,-0.873558,52.28268,0,0,0,2,0,0,0,0,2,1,1,3,5
"200634TD08012",March     ,08,-0.937804,52.403662,1,0,0,0,0,0,2,0,2,1,0,0,1
"200634TD08013",March     ,17,-0.996313,52.215367,0,0,0,1,0,0,0,0,1,1,0,0,1
"200634TM08001",January   ,22,-1.012104,52.229346,0,0,0,1,0,0,0,0,1,1,1,0,2
"200634TM08027",May       ,16,-0.849409,52.156574,0,0,0,0,0,1,1,0,2,1,0,1,2
"200634TM08034",July      ,06,-1.148309,52.33452,0,0,0,3,0,1,2,0,6,1,0,0,1
"200634TM08037",July      ,11,-0.946377,52.210167,0,0,0,1,0,0,0,0,1,1,1,3,5
"200634TN08014",March     ,10,-0.886013,52.24198,1,0,0,1,0,0,0,0,1,1,0,0,1
"200634TW08011",March     ,14,-0.618245,52.332567,0,0,0,1,0,0,1,0,2,1,0,0,1
"200634WD08017",April     ,16,-1.108592,52.27327,0,0,0,1,0,0,0,0,1,1,0,1,2
"200634WD08020",April     ,15,-0.825188,52.287963,0,0,0,2,0,0,0,0,2,2,1,3,6
"200634WD08035",July      ,14,-1.069956,52.235571,0,0,1,0,0,0,0,1,2,1,0,0,1
"200634WD08039",August    ,11,-0.804074,52.3479,0,0,0,0,0,0,0,1,1,1,0,0,1
"200634WD08041",September ,13,-1.066178,52.227179,0,0,1,2,0,0,0,0,3,1,0,1,2
"200634WD08042",September ,17,-0.937374,52.403208,0,0,0,1,0,0,1,0,2,1,0,1,2
"200634WD08045",October   ,22,-0.953028,52.282063,0,0,0,1,0,0,0,0,1,2,1,0,3
"200634WD08057",November  ,08,-1.027162,52.263906,0,0,0,2,0,0,0,0,2,1,1,0,2
"200634WD08059",November  ,17,-1.095204,52.261391,0,0,0,2,0,0,0,0,2,1,1,0,2
"200634WD08065",December  ,01,-1.064029,52.224915,1,0,0,0,0,0,1,0,1,1,0,0,1
"200634WN08016",April     ,13,-0.828757,52.269388,0,0,1,0,0,0,0,0,1,1,0,0,1
"200634WN08021",May       ,08,-0.907004,52.22815,1,0,0,1,0,0,0,0,1,1,0,0,1
"200634WN08023",May       ,22,-0.867102,52.231191,1,0,0,0,0,0,1,0,1,1,0,0,1
"200634WN08049",October   ,23,-0.895394,52.241708,1,0,0,1,0,0,0,0,1,1,0,0,1
"200634WN08060",November  ,22,-0.781801,52.255516,0,0,0,2,0,0,0,0,2,2,0,0,2
"200634WN08063",December  ,08,-0.896792,52.214839,0,1,0,0,0,0,1,0,2,1,0,0,1
"200634WN08438",April     ,10,-0.85972,52.233547,1,0,0,1,0,0,3,0,4,1,0,1,2
"200634WS08022",May       ,20,-0.903817,52.143515,0,0,1,1,0,0,0,0,2,1,0,0,1
"200634WS08024",May       ,09,-0.991415,52.218382,0,0,0,1,0,0,0,0,1,1,0,0,1
"200634WS08031",June      ,14,-0.728326,52.199117,0,0,0,1,0,0,1,0,2,1,0,0,1
"200634WS08033",July      ,20,-1.271656,51.990188,0,0,1,2,0,0,0,0,3,1,0,3,4
"200634WS08040",August    ,07,-0.901455,52.150417,0,0,0,1,0,0,0,0,1,1,0,0,1
"200634WS08043",October   ,18,-1.029903,52.185259,0,0,0,3,0,0,1,0,4,1,1,0,2
"200634WS08044",October   ,21,-0.984115,52.076262,0,0,1,2,0,0,0,0,3,1,1,0,2
"200634WS08054",October   ,06,-0.857587,52.065483,0,0,0,2,0,0,0,0,2,1,1,0,2
"2006350018406",January   ,19,0.327787,52.219333,0,0,0,2,0,0,0,0,2,1,0,2,3
"2006350040306",January   ,23,0.038475,52.06229,0,0,0,1,0,0,0,0,1,2,1,0,3
"2006350044206",January   ,18,-0.25292,52.206343,0,1,0,1,0,0,0,0,2,1,0,0,1
"2006350059906",February  ,05,0.126375,52.119096,0,0,0,1,0,0,2,0,3,1,0,0,1
"2006350061006",February  ,17,-0.430375,52.605885,0,0,0,1,0,0,0,0,1,1,0,0,1
"2006350072906",February  ,05,0.021778,52.476294,0,0,0,2,0,0,1,0,3,3,0,2,5
"2006350078706",February  ,15,0.168226,52.312924,0,0,1,1,0,0,0,0,2,1,0,0,1
"2006350078906",February  ,19,0.321717,52.352629,0,0,0,3,0,0,0,0,3,1,2,0,3
"2006350133506",March     ,06,0.371146,52.439231,0,0,0,1,0,0,0,0,1,1,0,0,1
"2006350141706",April     ,09,0.200492,52.386601,0,0,1,0,0,1,0,0,2,1,0,0,1
"2006350144006",April     ,22,-0.070532,52.156293,0,0,1,1,0,0,0,0,2,1,0,1,2
"2006350146806",April     ,16,0.037734,52.062033,0,0,0,3,0,0,0,0,3,1,2,0,3
"2006350147506",April     ,13,-0.146775,52.365313,0,0,1,1,0,0,0,0,2,1,0,0,1
"2006350172906",April     ,23,-0.011269,52.272203,0,0,0,0,0,0,1,0,1,1,0,0,1
"2006350188506",May       ,11,-0.333085,52.527232,0,0,0,0,0,1,1,0,2,1,1,0,2
"2006350190706",May       ,20,0.231437,52.216159,0,0,0,2,0,0,0,0,2,2,0,0,2
"2006350202406",May       ,23,-0.237519,52.583391,0,0,0,2,0,0,0,0,2,1,1,0,2
"2006350211906",May       ,18,-0.222146,52.605819,0,0,1,1,0,0,0,0,2,1,0,0,1
"2006350230806",May       ,22,-0.262787,52.26853,0,0,0,1,0,0,0,0,1,1,0,0,1
"2006350239406",June      ,11,0.241477,52.365958,0,0,0,2,0,0,0,0,2,1,1,1,3
"2006350244306",June      ,22,-0.193658,52.339425,0,0,0,1,0,0,0,0,1,1,0,0,1
"2006350252406",June      ,11,-0.091714,52.303474,0,0,1,0,0,0,0,0,1,1,0,0,1
"2006350263406",June      ,15,0.303312,52.458916,0,0,1,0,0,1,0,0,2,1,0,0,1
"2006350334506",July      ,17,0.360298,52.142161,0,0,0,1,0,0,0,0,1,1,0,0,1
"2006350342606",August    ,20,-0.121248,52.347287,0,0,0,1,0,0,0,0,1,1,1,0,2
"2006350344706",August    ,23,0.339093,52.478536,0,0,0,2,0,0,0,0,2,1,1,1,3
"2006350346006",August    ,16,-0.363392,52.282645,0,0,1,1,0,0,0,0,2,1,0,2,3
"2006350349406",August    ,06,-0.048873,52.106661,0,0,1,1,0,0,0,0,2,1,0,0,1
"2006350350806",August    ,18,-0.197764,52.609766,0,0,1,1,0,0,0,0,2,1,0,0,1
"2006350369206",August    ,08,-0.017329,52.382634,0,0,1,1,0,0,0,0,2,1,1,0,2
"2006350377606",August    ,05,0.293319,52.093035,0,0,0,1,0,0,0,0,1,1,1,0,2
"2006350393806",September ,08,0.174609,52.107695,0,0,1,2,0,0,0,0,3,1,0,1,2
"2006350399006",September ,13,-0.241287,52.603587,1,0,0,1,0,0,0,0,1,1,0,0,1
"2006350402406",September ,18,0.426916,52.200699,0,0,1,1,0,0,0,0,2,1,1,1,3
"2006350402606",September ,07,0.29972,52.095428,0,0,0,1,0,0,0,0,1,1,0,0,1
"2006350403706",September ,10,0.058898,52.068589,0,0,0,2,0,0,0,0,2,1,0,2,3
"2006350418506",September ,23,-0.447871,52.616455,0,0,1,1,0,0,0,0,2,1,0,1,2
"2006350432306",September ,20,-0.265498,52.622466,0,0,0,4,0,0,0,0,4,1,1,0,2
"2006350435906",October   ,03,-0.25837,52.332574,0,0,0,1,0,0,0,0,1,1,0,0,1
"2006350438406",October   ,16,0.083589,52.100617,0,0,0,1,0,1,0,0,2,1,0,1,2
"2006350456606",October   ,10,-0.276265,52.468605,0,0,1,1,0,0,0,0,2,1,0,1,2
"2006350456706",October   ,15,0.137313,52.605541,0,0,1,1,0,0,0,0,2,1,0,0,1
"2006350465806",October   ,07,0.1192,52.180282,0,0,0,1,0,1,0,0,2,1,0,0,1
"2006350477006",October   ,20,-0.184927,52.326793,1,0,0,0,0,0,1,0,1,1,0,0,1
"2006350481306",October   ,12,-0.293034,52.567841,0,0,1,1,0,0,0,0,2,1,0,0,1
"2006350487906",October   ,18,0.063953,52.307509,1,0,0,1,0,0,0,0,1,1,0,0,1
"2006350493206",November  ,07,0.115406,52.272879,0,1,0,2,0,0,0,0,3,1,0,1,2
"2006350493306",November  ,12,0.050034,52.113974,0,0,0,4,0,0,1,0,5,1,0,0,1
"2006350494306",November  ,19,0.340322,52.4795,0,0,0,3,0,0,1,0,4,1,4,2,7
"2006350519206",November  ,07,0.14567,52.694855,0,0,0,1,0,0,1,0,2,1,0,0,1
"2006350530506",November  ,17,0.318117,52.095428,0,0,0,2,0,0,0,0,2,1,0,1,2
"2006350561206",December  ,00,-0.133689,52.110822,0,0,0,1,0,0,0,0,1,1,0,2,3
"2006350580206",December  ,13,0.193466,52.363442,0,0,0,0,0,1,0,0,1,1,0,0,1
"2006350582106",December  ,05,0.056665,52.067639,0,0,0,1,0,0,1,0,2,1,0,1,2
"2006350589806",December  ,14,-0.192741,52.32952,1,0,0,1,0,0,0,0,1,1,0,0,1
"2006350593306",December  ,11,-0.01872,52.472933,0,0,0,1,0,0,0,0,1,1,0,0,1
"2006350677506",December  ,15,-0.400818,52.574021,0,0,0,1,0,0,0,0,1,1,0,0,1
"2006350678106",December  ,05,0.110402,52.213801,0,0,0,1,0,0,0,0,1,1,2,0,3
"2006360033515",January   ,17,0.346643,52.747154,0,0,0,2,0,0,0,0,2,1,1,0,2
"2006360033766",January   ,10,1.162659,52.652193,1,0,0,1,0,0,0,0,1,1,0,1,2
"2006360033789",January   ,05,0.905093,52.503214,0,0,0,1,0,0,0,0,1,1,0,0,1
"2006360033860",January   ,14,1.231692,52.641785,0,0,1,1,0,0,0,0,2,1,0,1,2
"2006360033907",February  ,21,1.483457,52.481379,0,0,0,3,0,0,0,0,3,1,1,0,2
"2006360034130",February  ,04,1.482185,52.636569,0,0,0,1,0,0,0,0,1,1,0,0,1
"2006360034318",March     ,16,0.520368,52.776409,0,1,0,1,0,0,0,0,2,1,0,0,1
"2006360034361",February  ,01,0.963072,52.790452,0,0,0,1,0,0,0,0,1,1,2,0,3
"2006360034391",March     ,04,0.593403,52.533031,0,0,0,0,0,0,2,0,2,1,0,0,1
"2006360034419",March     ,12,0.686276,52.708651,0,0,0,2,0,0,0,0,2,1,1,1,3
"2006360034670",March     ,06,0.794277,52.665686,0,0,0,1,0,0,0,0,1,1,0,1,2
"2006360034738",March     ,14,1.227722,52.467325,0,0,0,2,0,0,0,0,2,1,1,1,3
"2006360034825",April     ,22,1.275051,52.66011,0,1,0,1,0,0,0,0,2,1,0,0,1
"2006360034952",April     ,15,0.722808,52.450897,0,0,0,1,0,0,0,0,1,1,0,0,1
"2006360035160",April     ,01,0.661672,52.515868,1,0,0,1,0,0,0,0,1,1,0,0,1
"2006360035176",April     ,15,0.394683,52.755815,2,0,0,1,0,0,0,0,1,1,0,1,2
"2006360035372",May       ,20,0.411845,52.736494,0,0,0,1,0,0,1,0,2,1,0,0,1
"2006360035432",May       ,16,1.55763,52.724449,0,0,0,2,0,0,0,0,2,2,0,0,2
"2006360035443",May       ,22,0.754103,52.835686,1,0,0,2,0,0,0,0,2,1,0,0,1
"2006360035455",May       ,08,1.315364,52.663125,0,0,1,1,0,0,0,0,2,1,0,1,2
"2006360035466",May       ,04,1.260842,52.749269,0,0,0,1,0,0,1,0,2,1,0,0,1
"2006360035501",May       ,17,0.71042,52.854317,0,0,0,1,0,0,0,0,1,1,0,0,1
"2006360035775",June      ,15,0.836926,52.837421,0,0,0,2,0,0,0,0,2,2,3,0,5
"2006360036287",July      ,19,1.178121,52.600336,0,0,0,1,0,0,0,0,1,2,0,0,2
"2006360036492",July      ,08,0.233437,52.700787,0,2,0,0,0,0,0,0,2,1,0,0,1
"2006360036497",July      ,18,1.287197,52.872743,0,0,1,0,0,0,0,1,2,1,0,0,1
"2006360036580",July      ,10,1.291861,52.651549,1,0,0,0,0,1,0,0,1,1,0,0,1
"2006360036594",July      ,17,1.14643,52.91568,0,0,0,2,0,1,0,0,3,1,2,0,3
"2006360036757",August    ,01,1.344624,52.637569,1,0,0,1,0,0,0,0,1,1,0,0,1
"2006360037010",August    ,10,0.74843,52.413254,1,0,0,1,0,0,0,0,1,1,0,0,1
"2006360037178",August    ,13,1.333888,52.603335,0,0,0,1,0,0,1,0,2,1,0,0,1
"2006360037255",August    ,15,1.29997,52.391758,0,0,1,0,0,0,0,0,1,1,0,0,1
