Fatal_Accident_Index,Month_of_Accident,Hour_of_Accident,Longitude,Latitude,Pedestrian_Casualties,Pedal_Cycles,Motor_Cycles,Cars,Buses_or_Coaches,Vans,HGVs,Other_Vehicles,Total_Vehicles_Involved,Fatal_Casualties,Serious_Casualties,Slight_Casualties,Total_Number_of_Casualties
"200711DJ09590",June      ,18,-1.597572,54.562515,1,0,0,1,0,0,1,0,2,1,0,2,3
"200711DJ09600",June      ,02,-1.555356,54.576477,0,0,0,1,0,0,0,0,1,1,0,0,1
"200711DJ13490",August    ,22,-1.612984,54.584404,0,0,0,1,1,0,0,0,2,1,2,2,5
"2007120010198",January   ,03,-1.272065,54.221448,0,0,0,1,0,0,0,0,1,1,1,0,2
"2007120040278",January   ,15,-0.8895,54.091527,1,0,0,2,0,0,0,0,2,1,0,1,2
"2007120140327",January   ,14,-0.910809,54.264293,0,0,1,2,0,0,0,0,3,1,0,0,1
"2007120180251",January   ,12,-2.042792,53.958861,0,0,0,0,0,0,1,0,1,1,0,0,1
"2007120340356",February  ,13,-1.70155,54.02384,0,0,1,0,0,0,0,0,1,1,0,0,1
"2007120460048",February  ,03,-1.046424,53.882369,0,0,0,1,0,0,0,0,1,1,1,0,2
"2007120510252",February  ,14,-2.060323,53.96173,0,0,0,1,0,1,0,0,2,1,0,1,2
"2007120520148",February  ,08,-1.570648,54.298557,0,1,0,0,0,0,0,0,1,1,0,0,1
"2007120570106",February  ,09,-1.456259,54.011566,1,0,0,1,0,0,0,0,1,1,0,0,1
"2007120600368",March     ,15,-1.17503,53.693935,0,0,0,1,0,0,1,0,2,2,1,0,3
"2007120620195",March     ,08,-1.588751,54.332233,0,0,0,1,0,0,1,0,2,4,1,0,5
"2007120630495",March     ,20,-1.401738,54.163382,0,0,0,2,0,0,0,0,2,1,0,0,1
"2007120660305",March     ,14,-1.125924,54.365359,0,0,1,3,0,0,0,0,4,1,3,0,4
"2007120700322",March     ,13,-0.428844,54.199561,0,0,1,4,0,1,0,0,6,1,0,0,1
"2007120710582",March     ,21,-1.46052,53.988936,0,0,0,7,0,0,0,0,7,1,1,2,4
"2007120840435",March     ,16,-1.129874,54.287644,0,0,1,2,0,0,0,0,3,1,0,2,3
"2007120940221",April     ,12,-1.499539,54.359038,0,0,0,1,0,0,0,0,1,2,0,0,2
"2007120950686",April     ,21,-1.601537,53.915335,1,0,0,1,0,0,0,0,1,1,0,0,1
"2007120980516",April     ,18,-1.630698,53.906081,0,1,0,1,0,0,0,0,2,1,0,0,1
"2007120990612",April     ,22,-1.381357,54.020192,0,0,0,2,0,0,0,0,2,1,1,0,2
"2007121050261",April     ,10,-2.28758,54.139539,0,0,1,1,0,0,0,0,2,1,2,1,4
"2007121120337",April     ,13,-1.454385,54.41043,0,0,0,4,0,0,0,0,4,1,2,1,4
"2007121160177",April     ,13,-0.377906,54.247514,0,0,0,0,1,0,0,0,1,1,0,0,1
"2007121200202",April     ,11,-1.471707,54.201278,0,0,0,0,0,1,1,0,2,1,0,0,1
"2007121280168",May       ,11,-2.328991,54.091978,0,0,0,3,0,1,0,0,4,2,0,2,4
"2007121280205",May       ,12,-1.538227,54.463085,0,0,1,1,0,0,0,0,2,1,0,0,1
"2007121320569",May       ,18,-0.729578,54.261082,0,0,0,1,0,0,0,0,1,1,1,0,2
"2007121400462",May       ,16,-1.209466,53.795917,0,0,1,0,0,0,0,0,1,1,0,0,1
"2007121450530",May       ,18,-1.044699,53.984642,0,0,1,1,0,0,0,0,2,1,0,0,1
"2007121530749",June      ,22,-1.330316,54.346444,0,0,1,4,0,0,0,0,5,1,0,2,3
"2007121550367",June      ,15,-1.56618,54.299709,0,0,0,1,0,0,1,0,2,1,0,1,2
"2007121670749",June      ,22,-1.449673,54.394141,0,0,2,1,0,0,0,0,3,1,1,0,2
"2007121750110",June      ,03,-1.549888,54.300009,0,0,0,2,0,0,0,0,2,1,1,0,2
"2007121760276",June      ,12,-1.53766,53.991864,1,0,0,1,0,0,0,0,1,1,0,0,1
"2007121760450",June      ,16,-1.354507,54.255621,0,0,0,2,0,0,1,0,3,2,1,2,5
"2007121810141",June      ,02,-1.114101,53.955333,1,0,0,1,0,0,0,0,1,1,0,0,1
"2007121810721",June      ,21,-2.065835,53.881464,0,0,0,2,0,0,0,0,2,1,3,3,7
"2007121880604",July      ,18,-1.287245,53.78409,0,0,1,1,0,0,0,0,2,1,0,0,1
"2007121890141",July      ,02,-2.274602,54.02875,0,0,0,1,0,0,0,0,1,1,0,2,3
"2007121900243",July      ,11,-1.040216,53.774727,0,0,1,1,0,0,0,0,2,1,0,1,2
"2007121910383",July      ,16,-1.548166,53.993611,1,0,0,4,0,0,0,0,4,1,0,0,1
"2007122000279",July      ,13,-0.683565,54.418509,0,0,1,1,0,0,0,0,2,1,0,0,1
"2007122160446",August    ,16,-1.244775,53.993616,0,0,0,3,0,0,0,0,3,1,0,2,3
"2007122170113",August    ,01,-1.075428,53.953693,1,0,0,1,0,0,0,0,1,1,0,0,1
"2007122210504",August    ,19,-0.821295,54.506124,0,0,1,2,0,1,0,0,4,1,0,0,1
"2007122230459",August    ,15,-1.804194,54.301409,0,1,0,1,0,0,0,0,2,1,0,0,1
"2007122230515",August    ,17,-1.189677,54.480843,1,0,0,2,0,0,0,0,2,1,0,1,2
"2007122320150",August    ,09,-0.289265,54.208626,1,0,0,1,0,0,0,0,1,1,0,1,2
"2007122380254",August    ,11,-1.159535,54.014981,0,0,1,2,0,1,0,0,4,1,0,0,1
"2007122610583",September ,22,-0.412147,54.263161,0,0,0,1,0,0,0,0,1,1,3,1,5
"2007122620331",September ,16,-1.571356,53.933657,0,0,0,1,0,0,1,0,2,1,0,0,1
"2007122630244",September ,13,-2.075866,53.876335,0,0,0,3,0,2,0,0,5,1,1,2,4
"2007122670516",September ,19,-1.213402,53.893826,0,0,0,6,0,0,0,0,6,1,0,0,1
"2007122680077",September ,07,-1.139557,53.732696,0,1,0,0,0,1,0,0,2,1,0,0,1
"2007122710261",September ,12,-0.694533,54.092087,0,0,2,1,0,0,0,0,3,1,1,1,3
"2007122770388",October   ,17,-1.106825,54.259523,0,0,1,1,0,0,0,0,2,1,0,0,1
"2007122790335",October   ,12,-1.261422,54.181837,0,0,0,1,0,0,1,0,2,1,1,0,2
"2007123010446",October   ,15,-1.565721,54.299528,0,0,1,1,0,0,1,0,3,2,0,0,2
"2007123050720",November  ,22,-1.026488,54.078872,0,0,0,1,0,0,0,0,1,1,1,0,2
"2007123090061",November  ,06,-1.402593,54.082676,0,1,0,0,0,1,0,0,2,1,0,0,1
"2007123150697",November  ,23,-1.462834,54.188116,0,0,0,1,0,0,0,0,1,2,0,0,2
"2007123170033",November  ,03,-1.329595,54.239487,0,0,0,0,0,1,0,0,1,1,0,0,1
"2007123220256",November  ,12,-0.454439,54.179218,0,0,0,1,0,0,0,0,1,1,2,1,4
"2007123240177",November  ,11,-1.537074,54.058462,0,0,0,2,0,1,1,0,4,1,1,0,2
"2007123290294",November  ,12,-1.766557,54.081775,0,0,1,1,0,0,0,0,2,1,0,1,2
"2007123300069",November  ,05,-1.600791,54.343507,0,0,0,2,0,0,1,0,3,1,0,0,1
"2007123320082",November  ,09,-1.51211,54.128917,0,0,0,1,0,0,0,0,1,1,0,0,1
"2007123440607",December  ,23,-2.517926,54.150003,0,0,0,1,0,0,0,0,1,1,0,0,1
"2007123500511",December  ,20,-1.333222,54.004655,0,0,0,3,1,0,0,0,4,2,2,2,6
"2007123540065",December  ,06,-0.768472,54.465152,0,0,0,3,0,0,0,0,3,1,0,1,2
"2007123560331",December  ,11,-1.591121,53.984058,0,0,0,1,0,0,0,0,1,1,0,0,1
"2007130000107",January   ,21,-1.812625,53.660316,0,0,0,1,0,0,0,0,1,1,1,0,2
"2007130018107",January   ,23,-1.860221,53.727614,0,0,0,2,0,0,0,0,2,1,1,0,2
"2007130022607",January   ,16,-1.685282,53.853297,0,0,0,2,0,0,1,0,3,1,0,1,2
"2007130058407",January   ,13,-1.949277,53.655958,0,0,0,0,0,1,0,0,1,1,0,0,1
"2007130058507",January   ,19,-1.717254,53.733474,0,0,1,0,0,0,0,0,1,2,1,0,3
"2007130058807",January   ,13,-1.343962,53.621543,0,0,0,2,0,0,0,0,2,1,1,0,2
"2007130065707",January   ,20,-1.505439,53.698452,0,0,0,1,0,0,0,0,1,1,0,0,1
"2007130067207",January   ,01,-1.76764,53.777804,0,0,0,1,0,0,0,0,1,1,0,0,1
"2007130077907",January   ,12,-1.909631,53.869404,1,0,0,1,0,0,0,0,1,1,0,0,1
"2007130094807",February  ,23,-1.568723,53.760446,0,0,0,2,0,0,0,0,2,3,1,0,4
"2007130144107",February  ,19,-1.506529,53.799485,1,0,0,1,0,0,0,0,1,1,0,2,3
"2007130154207",February  ,16,-1.50402,53.729006,0,0,0,2,0,1,0,0,3,1,0,4,5
"2007130166707",February  ,14,-1.631478,53.713377,1,0,0,0,0,0,1,0,1,1,0,1,2
"2007130192107",March     ,10,-1.844115,53.656497,1,0,0,2,0,0,0,0,2,1,0,0,1
"2007130196407",March     ,19,-1.753629,53.786315,1,0,0,2,0,0,0,0,2,1,0,0,1
"2007130198707",March     ,01,-1.365259,53.622916,0,0,0,3,0,0,0,0,3,2,1,0,3
"2007130210307",March     ,13,-1.899737,53.809626,0,0,0,1,0,0,1,0,2,1,1,0,2
"2007130254907",March     ,18,-1.589462,53.733644,0,0,1,0,0,0,0,0,1,1,0,0,1
"2007130264907",March     ,19,-1.725267,53.783108,0,0,0,1,0,0,0,0,1,1,1,2,4
"2007130280807",April     ,23,-1.529309,53.798947,0,0,1,0,0,0,0,0,1,1,0,0,1
"2007130280907",April     ,08,-1.461818,53.757766,1,0,0,1,0,0,0,0,1,1,0,0,1
"2007130283807",March     ,02,-2.097701,53.716241,0,0,0,1,0,0,0,0,1,1,1,1,3
"2007130301307",April     ,14,-1.945625,53.671956,0,0,1,1,0,1,0,0,3,1,0,0,1
"2007130306707",April     ,06,-1.533135,53.686788,0,0,0,1,0,0,0,0,1,1,0,0,1
"2007130322907",April     ,01,-1.721805,53.732855,0,0,1,1,0,0,0,0,2,1,0,0,1
"2007130334007",April     ,23,-1.959785,53.902867,1,0,0,2,0,0,0,0,2,1,0,0,1
"2007130334807",April     ,22,-1.845674,53.768133,1,0,0,1,0,0,0,0,1,1,0,0,1
"2007130358907",May       ,13,-1.861444,53.724469,1,0,0,0,0,0,1,0,1,1,0,0,1
"2007130367607",May       ,23,-1.356259,53.925596,1,0,0,1,0,0,0,0,1,1,0,0,1
"2007130370007",May       ,17,-1.711037,53.777861,0,0,1,1,0,0,0,0,2,1,0,0,1
"2007130370407",May       ,18,-1.784492,53.805789,1,0,0,2,0,1,0,0,3,1,0,4,5
"2007130372107",May       ,00,-1.618417,53.850586,0,0,0,2,0,0,1,0,3,1,0,0,1
"2007130414707",May       ,12,-1.529082,53.792115,0,0,1,0,0,0,0,0,1,1,0,0,1
"2007130431507",May       ,02,-1.28594,53.619413,0,0,0,1,0,0,0,0,1,1,0,1,2
"2007130433007",May       ,14,-1.758573,53.79765,1,0,0,1,0,0,0,0,1,1,0,0,1
"2007130436707",May       ,07,-1.681981,53.907666,0,0,0,1,0,0,1,0,2,1,0,1,2
"2007130452307",May       ,02,-1.877722,53.703455,0,0,0,1,0,0,0,0,1,1,0,0,1
"2007130475607",June      ,19,-1.943758,53.823766,0,0,0,1,0,0,0,0,1,1,0,0,1
"2007130475707",June      ,12,-1.572653,53.806659,1,0,0,0,0,1,0,0,1,1,0,0,1
"2007130517107",June      ,01,-1.762272,53.814735,1,0,0,0,0,0,1,0,1,1,0,0,1
"2007130552307",June      ,18,-1.789047,53.836087,1,0,0,1,0,0,0,0,1,1,0,0,1
"2007130556507",June      ,04,-1.288511,53.700236,0,0,0,1,0,0,0,0,1,1,0,0,1
"2007130559807",June      ,16,-1.711849,53.902978,0,0,0,2,0,0,0,0,2,1,2,0,3
"2007130565007",July      ,00,-1.650427,53.803586,0,0,0,1,0,0,0,0,1,1,0,1,2
"2007130591407",July      ,11,-1.373822,53.93243,0,0,0,1,0,0,1,0,2,1,0,1,2
"2007130599107",July      ,16,-1.805601,53.838182,1,0,0,1,0,0,0,0,1,1,0,0,1
"2007130604907",July      ,10,-1.503851,53.67894,0,1,0,0,0,0,1,0,2,1,0,0,1
"2007130606407",July      ,14,-1.883774,53.760896,1,0,0,1,0,0,0,0,1,1,0,0,1
"2007130624707",July      ,10,-1.356193,53.662238,0,0,0,1,0,1,0,0,2,2,1,1,4
"2007130650407",July      ,10,-1.353709,53.725683,1,0,0,0,1,0,0,0,1,1,0,0,1
"2007130656407",June      ,05,-1.576068,53.663668,0,1,0,0,0,0,0,0,1,1,0,0,1
"2007130657807",August    ,04,-1.539422,53.804379,1,0,0,1,0,0,0,0,1,1,0,0,1
"2007130675807",August    ,02,-1.26593,53.666123,0,0,0,1,0,0,1,0,2,1,0,1,2
"2007130690907",August    ,16,-1.533687,53.677891,0,1,0,1,0,0,0,0,2,1,0,0,1
"2007130699307",August    ,22,-1.828187,53.777816,0,0,1,0,0,0,0,0,1,1,0,0,1
"2007130708007",August    ,06,-1.395912,53.710353,0,0,0,1,0,0,1,0,2,3,0,1,4
"2007130733507",August    ,23,-1.527133,53.843879,0,0,0,1,0,0,0,0,1,1,2,0,3
"2007130741307",September ,04,-1.494163,53.830353,0,0,0,1,0,0,0,0,1,1,2,0,3
"2007130763007",September ,12,-1.364811,53.622555,0,0,1,1,0,0,0,0,2,1,0,1,2
"2007130794407",September ,10,-1.739595,53.625934,0,0,0,2,0,0,0,0,2,1,2,3,6
"2007130799007",August    ,12,-1.295215,53.770385,0,0,1,0,0,0,0,1,2,1,0,0,1
"2007130809207",September ,01,-1.483058,53.658448,0,0,0,1,0,0,0,0,1,1,0,2,3
"2007130809607",September ,20,-1.658691,53.758219,0,0,0,2,0,0,0,0,2,1,1,5,7
"2007130841407",October   ,08,-1.375351,53.686878,0,0,0,1,0,0,0,0,1,1,0,1,2
"2007130844207",October   ,11,-1.738973,53.897826,0,0,0,1,0,0,1,0,2,1,0,1,2
"2007130855107",October   ,11,-1.53374,53.796448,1,0,0,0,0,0,1,0,1,1,0,0,1
"2007130855707",September ,17,-1.834905,53.844608,0,0,0,1,0,0,0,0,1,1,0,0,1
"2007130863607",October   ,11,-1.868972,53.740477,0,0,0,1,0,0,0,0,1,1,0,4,5
"2007130864407",October   ,07,-1.438023,53.813205,1,0,0,1,0,0,0,0,1,1,0,0,1
"2007130869207",October   ,06,-1.742543,53.812178,0,0,1,2,0,0,0,0,3,1,0,1,2
"2007130881507",October   ,20,-1.767083,53.796139,0,0,0,1,0,0,0,0,1,1,1,1,3
"2007130902407",October   ,19,-1.603932,53.742411,0,0,0,1,0,0,0,0,1,1,0,0,1
"2007130905207",October   ,21,-1.594282,53.799814,0,0,0,2,0,0,0,0,2,2,0,1,3
"2007130920407",October   ,10,-1.726033,53.80531,0,1,0,1,0,0,0,0,2,1,0,0,1
"2007130931207",October   ,23,-1.720796,53.907852,0,0,0,1,0,0,0,0,1,1,0,2,3
"2007130951407",October   ,15,-1.918601,53.714096,1,0,0,1,0,0,0,0,1,1,0,0,1
"2007130956407",November  ,22,-1.909756,53.881988,3,0,0,1,0,1,0,0,2,1,1,2,4
"2007131007607",November  ,07,-1.709106,53.793765,0,0,1,2,0,0,0,0,3,1,0,0,1
"2007131007807",November  ,20,-1.720948,53.907853,0,0,0,2,0,0,0,0,2,1,0,2,3
"2007131008207",November  ,08,-1.429135,53.662338,0,0,0,1,0,0,0,0,1,1,0,0,1
"2007131036407",November  ,07,-1.631543,53.844605,1,0,0,1,0,0,0,0,1,1,0,0,1
"2007131042107",November  ,22,-1.851815,53.790521,0,0,0,3,0,0,0,0,3,2,1,0,3
"2007131058307",December  ,08,-1.790619,53.764634,0,0,1,1,0,0,0,0,2,1,0,0,1
"2007131067907",December  ,02,-1.715343,53.634777,0,0,1,0,0,0,0,0,1,1,0,0,1
"2007131070107",December  ,21,-1.917257,53.704028,0,0,0,1,0,0,0,0,1,1,0,0,1
"2007131083407",December  ,12,-1.623473,53.744451,1,0,0,0,1,0,0,0,1,1,0,1,2
"2007131095107",December  ,17,-1.70249,53.699013,1,0,0,1,0,0,0,0,1,1,0,0,1
"2007131104707",December  ,17,-1.426086,53.741961,0,0,1,1,0,0,0,0,2,1,0,0,1
"2007131105107",December  ,17,-1.586143,53.839963,0,0,0,2,0,0,0,0,2,1,1,2,4
"2007131111007",December  ,16,-1.789352,53.805618,1,0,0,0,0,1,0,0,1,1,0,0,1
"2007131112507",December  ,06,-1.34053,53.705837,0,0,0,7,0,0,1,0,8,1,1,2,4
"2007131123807",December  ,23,-1.756174,53.792342,1,0,0,1,0,0,0,0,1,1,0,0,1
"2007131141907",December  ,00,-1.346071,53.729507,0,0,0,1,0,0,0,0,1,1,0,1,2
"2007131145107",December  ,08,-1.479965,53.799013,0,0,0,1,0,0,0,0,1,1,0,0,1
"200714A004307",January   ,18,-1.22752,53.614646,0,0,0,3,0,0,1,0,4,1,0,0,1
"200714A013107",January   ,02,-1.242516,53.587596,0,0,0,1,0,0,0,0,1,1,1,3,5
"200714A073007",April     ,10,-1.061974,53.547216,0,1,0,0,0,0,2,0,3,1,0,0,1
"200714A101007",May       ,13,-1.262939,53.542511,0,0,0,1,0,0,1,0,2,1,1,0,2
"200714A137707",July      ,07,-1.161691,53.587686,0,0,0,2,0,0,0,0,2,1,0,1,2
"200714A146907",July      ,13,-1.130823,53.464858,0,0,0,2,0,0,1,0,3,1,0,0,1
"200714A183107",August    ,23,-1.034054,53.467531,0,0,0,1,0,0,1,0,2,1,0,0,1
"200714A192007",September ,08,-1.038639,53.544603,0,0,3,1,0,0,0,0,4,1,1,2,4
"200714A207507",September ,16,-1.080722,53.427179,0,0,0,0,0,1,1,0,2,1,1,1,3
"200714A216707",October   ,05,-1.164573,53.47211,0,0,0,2,0,1,1,0,4,1,0,1,2
"200714A217107",October   ,20,-0.932592,53.590626,0,0,0,1,0,0,0,0,1,1,0,1,2
"200714A228407",October   ,16,-1.252722,53.488514,0,0,1,1,0,0,0,0,2,1,0,0,1
"200714A243107",November  ,10,-0.96697,53.599647,0,0,0,2,0,0,0,0,2,1,0,1,2
"200714A246307",November  ,21,-1.206637,53.486689,0,0,0,1,0,0,0,0,1,1,0,0,1
"200714B066307",May       ,16,-1.454819,53.560078,0,0,1,1,0,0,0,0,2,1,0,2,3
"200714B091307",July      ,08,-1.342031,53.531736,0,0,0,1,0,1,0,0,2,1,0,0,1
"200714B118107",August    ,01,-1.434692,53.56367,1,0,0,1,0,0,0,0,1,1,0,0,1
"200714B133507",September ,05,-1.389851,53.59509,0,0,0,5,0,0,0,0,5,1,0,1,2
"200714B142807",October   ,19,-1.499085,53.557396,1,0,0,1,0,0,0,0,1,1,0,0,1
"200714B147207",November  ,21,-1.499283,53.476678,1,0,0,1,0,0,0,0,1,1,0,0,1
"200714B149907",November  ,13,-1.551284,53.589063,0,0,0,1,0,0,0,0,1,1,0,0,1
"200714B153607",November  ,00,-1.403258,53.544372,0,0,0,1,0,0,0,0,1,3,0,0,3
"200714B166807",December  ,11,-1.547345,53.5477,0,0,0,1,0,0,0,0,1,1,0,0,1
"200714B168807",December  ,18,-1.482524,53.516606,1,0,0,1,0,0,0,0,1,1,0,0,1
"200714C004607",January   ,22,-1.318478,53.372951,1,0,0,1,0,0,0,0,1,1,0,0,1
"200714C007907",January   ,17,-1.377162,53.450935,1,0,0,1,0,0,0,0,1,1,0,0,1
"200714C020407",February  ,09,-1.323079,53.367134,1,0,0,1,0,0,0,0,1,1,0,1,2
"200714C067807",April     ,19,-1.138567,53.3948,0,0,1,1,0,0,0,0,2,1,1,0,2
"200714C098007",June      ,10,-1.250054,53.391957,1,0,0,4,0,0,0,0,4,1,0,0,1
"200714C103707",July      ,23,-1.207565,53.428807,0,0,0,2,0,0,0,0,2,1,0,3,4
"200714C113607",July      ,16,-1.283134,53.311529,0,0,0,0,0,1,1,0,2,1,0,0,1
"200714C116107",July      ,08,-1.24358,53.366927,0,0,1,0,1,0,0,0,2,1,0,0,1
"200714C146507",September ,02,-1.351899,53.438756,0,0,0,1,0,0,0,0,1,1,0,0,1
"200714C175907",November  ,06,-1.366796,53.489802,0,0,0,1,0,1,0,0,2,1,0,1,2
"200714C203607",December  ,10,-1.340379,53.414693,1,0,0,1,0,0,0,0,1,1,0,0,1
"200714C211507",December  ,03,-1.280126,53.463424,0,0,0,2,0,0,0,0,2,1,1,3,5
"200714G040207",April     ,14,-1.39185,53.381977,1,0,0,1,0,0,0,0,1,1,0,0,1
"200714G151307",December  ,00,-1.426036,53.433472,0,0,0,2,0,0,0,0,2,1,0,1,2
"200714G161307",December  ,07,-1.402771,53.364324,1,0,0,0,0,1,0,0,1,1,0,0,1
"200714H077207",April     ,13,-1.525198,53.395705,1,0,0,0,1,0,0,0,1,1,0,0,1
"200714H079007",April     ,17,-1.42707,53.356532,0,1,0,0,0,0,0,1,2,1,0,0,1
"200714H153907",August    ,21,-1.425961,53.371988,0,0,1,1,0,0,0,0,2,1,1,2,4
"200714H174307",September ,00,-1.45744,53.47317,1,0,0,0,0,0,1,0,1,1,0,0,1
"200714H202607",November  ,13,-1.57781,53.322014,0,0,0,2,0,0,0,0,2,2,1,1,4
"200714H237107",December  ,18,-1.444628,53.450549,1,0,0,4,0,0,0,0,4,1,0,4,5
"2007160A00160",January   ,10,-0.046549,53.568471,1,0,0,0,0,1,0,0,1,1,0,0,1
"2007160A00370",January   ,08,-0.123752,53.540489,1,0,0,1,0,0,0,0,1,1,1,0,2
"2007160A03450",August    ,12,-0.108504,53.577827,0,1,0,0,0,1,0,0,2,1,0,1,2
"2007160A04530",October   ,18,-0.159036,53.541218,0,0,0,3,0,0,0,0,3,1,3,0,4
"2007160A05260",December  ,14,-0.123482,53.539766,0,0,1,2,0,0,0,0,3,1,0,4,5
"2007160B00460",January   ,14,-0.559264,53.585904,0,0,0,1,0,0,0,0,1,1,2,1,4
"2007160B02400",June      ,12,-0.470509,53.562868,0,0,0,1,0,0,0,0,1,1,0,0,1
"2007160B03700",September ,01,-0.502375,53.677975,0,0,0,1,0,0,0,0,1,2,1,0,3
"2007160B03720",September ,18,-0.43811,53.581596,0,0,0,1,0,0,0,0,1,2,0,0,2
"2007160B03800",September ,16,-0.665716,53.63559,0,0,2,1,0,0,0,0,3,1,1,0,2
"2007160B04270",October   ,13,-0.675641,53.564955,0,0,0,1,0,1,0,0,2,1,0,0,1
"2007160B05210",December  ,00,-0.527725,53.550102,1,0,0,0,0,0,1,0,1,1,0,1,2
"2007160B05550",December  ,20,-0.684221,53.648469,1,0,0,1,0,0,0,0,1,1,0,0,1
"2007160C00010",January   ,18,-0.448315,53.961881,0,0,0,0,0,1,0,0,1,1,0,0,1
"2007160C00120",January   ,17,-0.45696,54.000195,0,0,1,3,0,0,0,0,4,1,0,1,2
"2007160C00250",January   ,23,-0.764717,53.932384,0,0,0,1,0,0,0,0,1,1,1,0,2
"2007160C00260",January   ,18,-0.478562,53.83022,1,0,0,0,0,1,0,0,1,1,0,0,1
"2007160C01490",March     ,15,-0.874151,54.014625,0,0,1,1,0,0,0,0,2,1,0,1,2
"2007160C01560",March     ,11,-0.533578,53.973379,0,0,1,3,0,0,0,0,4,1,0,0,1
"2007160C01600",March     ,18,-0.359116,54.152429,0,0,0,2,0,0,0,0,2,1,1,4,6
"2007160C01810",April     ,19,-0.774003,54.000073,0,0,0,1,0,0,0,0,1,1,0,0,1
"2007160C01940",April     ,17,-0.272393,53.995347,0,0,0,2,0,0,0,0,2,1,4,1,6
"2007160C02390",April     ,11,-0.631303,54.048059,0,0,1,2,0,0,0,0,3,1,1,1,3
"2007160C02930",May       ,19,-0.239286,54.056801,0,0,0,1,0,0,0,0,1,1,0,0,1
"2007160C03590",June      ,20,-0.287838,53.938667,0,0,0,2,0,0,0,0,2,1,1,4,6
"2007160C04470",August    ,11,-0.431268,54.01802,1,0,0,0,0,0,1,0,1,1,0,0,1
"2007160C05020",August    ,16,-0.090632,53.672656,0,0,0,1,0,0,0,0,1,1,2,0,3
"2007160C05090",August    ,16,-0.914059,53.706415,0,0,0,1,0,0,1,0,2,1,1,0,2
"2007160C05680",September ,17,-0.525116,53.971208,0,0,0,1,0,0,1,0,2,1,6,0,7
"2007160C06050",October   ,16,-0.076224,53.762863,0,0,0,2,0,0,0,0,2,2,1,0,3
"2007160C06350",October   ,18,-0.953229,53.690854,0,0,0,5,0,1,1,0,7,3,0,6,9
"2007160C06440",October   ,08,-0.512403,53.741383,0,0,0,1,0,1,0,0,2,1,1,0,2
"2007160C06590",October   ,15,-0.415348,53.781939,1,0,0,1,0,0,0,0,1,1,0,0,1
"2007160C06820",November  ,08,-0.503022,53.749357,0,0,0,3,0,1,0,0,4,1,1,0,2
"2007160C06840",September ,15,-0.166075,53.911609,0,0,0,0,0,0,0,1,1,1,0,0,1
"2007160C07060",November  ,09,-0.448759,53.962247,0,0,1,0,0,1,0,0,2,1,0,1,2
"2007160C07590",December  ,21,-0.843248,53.686516,0,0,0,1,0,0,0,0,1,1,0,0,1
"2007160C07890",December  ,20,-0.623871,53.819661,0,0,0,2,0,0,0,0,2,1,1,1,3
"2007160D00150",January   ,05,-0.307596,53.774084,0,0,1,1,0,0,0,0,2,1,0,1,2
"2007160D00310",January   ,03,-0.366802,53.730498,1,0,0,0,0,0,1,0,1,1,0,0,1
"2007160D00810",February  ,00,-0.375924,53.761276,0,0,0,1,0,0,0,0,1,1,0,0,1
"2007160D02570",May       ,22,-0.337438,53.740881,1,0,0,1,0,0,0,0,1,1,0,0,1
"2007160D07640",December  ,03,-0.283212,53.776614,0,0,0,2,0,0,0,0,2,1,2,0,3
"2007160D07710",December  ,17,-0.327675,53.769062,1,0,0,1,0,0,0,0,1,1,0,0,1
"2007170H10437",March     ,18,-1.215918,54.698238,0,0,0,0,1,0,0,0,1,1,0,0,1
"2007170H11387",October   ,15,-1.248986,54.688921,2,0,1,0,0,0,0,0,1,1,2,0,3
"2007170L10247",March     ,00,-1.118316,54.53355,0,0,0,1,0,0,0,0,1,1,0,0,1
"2007170L11137",July      ,15,-0.924844,54.503404,0,0,1,0,0,0,0,1,2,1,0,0,1
"2007170L21967",October   ,20,-1.122272,54.565214,0,0,0,1,0,0,0,0,1,1,0,1,2
"2007170M13207",December  ,12,-1.234186,54.552044,1,0,0,0,0,0,1,0,1,1,0,0,1
"2007170S10047",January   ,01,-1.421449,54.560903,0,0,0,1,0,0,0,0,1,1,0,0,1
"2007170S10807",March     ,17,-1.372141,54.589596,1,0,0,2,0,1,0,0,3,1,0,0,1
"2007170S10927",April     ,08,-1.359927,54.519701,0,0,0,3,0,0,0,0,3,1,0,1,2
"2007170S12727",September ,02,-1.363475,54.539941,0,0,0,1,0,0,0,0,1,1,0,1,2
"2007170S13027",October   ,13,-1.409476,54.565428,0,1,0,0,0,1,0,0,2,1,0,0,1
"2007170S13417",December  ,20,-1.321086,54.560831,0,1,0,1,0,0,0,0,2,1,0,0,1
"2007170S13477",December  ,09,-1.336225,54.580866,1,0,0,1,0,0,0,0,1,1,0,0,1
"2007170S22967",October   ,00,-1.256151,54.593971,0,0,0,1,0,0,0,0,1,1,1,1,3
"2007170S23397",December  ,07,-1.254851,54.605826,0,0,0,1,0,0,1,0,2,1,1,0,2
"200720D096103",April     ,16,-1.825395,52.465123,0,1,0,0,0,1,0,0,2,1,1,0,2
"200720D119101",May       ,10,-1.857305,52.520275,1,0,1,0,0,1,0,0,2,1,1,0,2
"200720D129602",May       ,13,-1.897748,52.556996,0,0,0,2,0,0,0,0,2,2,0,1,3
